Game_ID,Device_ID,Date_ID,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Rating,Daily_Active_Users,Weekly_Active_Users,Monthly_Active_Users,Downloads,Device_Type,Year,Name,Genre,Age,Age_Group,Price_Category,Targated_Audience,
G16243,DV002,DT028,0.01,0,0,0,0.01,4.090956061,9192,18230,19086,377260,PC,2007,F.E.A.R. Perseus Mandate,Shooter,44,31-45,Premium,Teen,
G16244,DV003,DT027,0,0,0.01,0,0.01,2.690058893,18809,5913,36958,95464,Handheld,2006,Mahjong Taikai IV,Misc,0,46-60,Standard,Everyone,
G16245,DV005,DT037,0,0.01,0,0,0.01,2.03627906,2210,5185,58694,286641,Mobile,2016,Valentino Rossi: The Game,Racing,27,15-30,Standard,Teen,
G16246,DV001,DT029,0,0.01,0,0,0.01,4.581895684,1699,7861,16486,334595,Console,2008,FlatOut: Ultimate Carnage,Racing,26,15-30,Premium,Teen,
G16247,DV003,DT040,0,0,0.01,0,0.01,2.456519801,13339,18229,45115,415472,Handheld,,Agarest Senki: Re-appearance,Role-Playing,19,15-30,Free,,
G16248,DV005,DT027,0,0,0.01,0,0.01,2.695311846,11211,18650,50521,67338,Mobile,2006,Ultraman Fighting Evolution 0,Fighting,18,15-30,Free,Teen,
G16249,DV002,DT030,0,0,0.01,0,0.01,3.474409982,3876,23810,32115,421973,PC,2009,Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,Simulation,52,46-60,Budget,Matured(17+),
G16250,DV001,DT024,0.01,0,0,0,0.01,2.447864163,17728,18035,11750,393782,Console,2003,Aquaman: Battle for Atlantis,Action,22,15-30,Budget,Not Rated,
G16251,DV004,DT035,0,0,0.01,0,0.01,3.050934353,6722,14743,22063,424337,,2014,Strider (2014),Platform,16,15-30,Premium,Everyone,
G16252,DV001,DT028,0,0,0.01,0,0.01,4.379629685,2144,29210,39533,120073,Console,2007,Jinsei Game Q DS: Shouwa no Dekigoto,Misc,27,15-30,Premium,Matured(17+),
G16253,DV002,DT037,0,0.01,0,0,0.01,4.260364849,6521,28783,18439,298861,PC,2016,The Book of Unwritten Tales 2,Adventure,28,15-30,Budget,Everyone,
G16254,DV003,DT028,0,0,0.01,0,0.01,3.52829908,13488,10295,55012,728228,Handheld,2007,Doraemon Wii: Himitsu Douguou Ketteisen!,Misc,,15-30,Standard,Teen,
G16255,DV005,DT028,0,0,0.01,0,0.01,2.960309166,11214,9432,27020,54256,Mobile,2007,Goku Makaimura Kai,Platform,,15-30,Standard,Matured(17+),
G16256,DV002,DT031,0,0,0.01,0,0.01,2.05563496,10805,28319,14065,650863,PC,2010,No Fate! Only the Power of Will,Adventure,23,15-30,Standard,,
G16257,DV002,DT029,0,0.01,0,0,0.01,1.292472382,11932,14866,19572,686117,PC,2008,Conflict: Denied Ops,Shooter,29,15-30,Budget,Not Rated,
G16258,DV006,DT030,0,0,0.01,0,0.01,4.341365711,9569,27745,31367,228113,UNKNOWN,2009,Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,Role-Playing,29,15-30,Budget,Not Rated,
G16259,DV001,DT030,0,0.01,0,0,0.01,3.151568132,10298,24458,25344,374851,Console,2009,Championship Manager 2010,Sports,27,15-30,Premium,Everyone,
G16260,DV005,DT029,0,0,0.01,0,0.01,2.182007864,8340,22664,30916,239726,Mobile,2008,Simple DS Series Vol. 41: The Bakudan Shori-Han,Action,44,31-45,Standard,Matured(17+),
G16261,DV002,DT037,0.01,0,0,0,0.01,4.685562837,18813,5302,39348,882199,PC,2016,Paragon,Action,0,31-45,Budget,Everyone,
G16262,DV001,DT029,0,0,0.01,0,0.01,4.850411033,4926,6617,40674,304484,Console,2008,Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,Misc,33,31-45,Standard,Teen,
G16263,DV002,DT031,0,0,0.01,0,0.01,1.676852095,8363,28429,22387,98432,PC,2010,Hanayaka Kana,,,,,,
G16264,DV005,DT030,0,0,0.01,0,0.01,3.189441322,14933,29630,35752,826618,Mobile,2009,Mamoru-kun wa Norowarete Shimatta!,Shooter,0,15-30,Premium,Not Rated,
G16265,DV002,DT031,0,0,0.01,0,0.01,3.625367863,18373,12559,30218,37015,PC,2010,Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,Strategy,38,31-45,Standard,Everyone,
G16266,DV002,DT028,0,0,0.01,0,0.01,4.111698064,16718,16733,51044,987929,PC,2007,Myself, Yourself,Adventure,30,15-30,Free,Not Rated
G16267,DV005,DT036,0,0,0.01,0,0.01,3.332064885,18528,21670,24031,278423,Mobile,2015,Kurogane Kaikitan,,54,46-60,Free,Matured(17+),
G16268,DV005,DT032,0,0,0.01,0,0.01,2.575880809,16547,10454,31133,243032,Mobile,2011,Starry ? Sky: After Autumn,Misc,26,15-30,Standard,Matured(17+),
G16269,DV002,DT033,0,0,0.01,0,0.01,3.30395131,13278,20564,53304,163491,PC,2012,Dokuro,Action,,46-60,Premium,Not Rated,
G16270,DV002,DT028,0,0,0.01,0,0.01,4.285839658,15951,24410,37520,338591,PC,2007,Slide Adventure: Mag Kid,Action,20,15-30,Standard,Not Rated,
G16271,DV005,DT023,0.01,0,0,0,0.01,4.021650746,10838,10868,34218,834273,Mobile,2002,Smuggler's Run,Racing,56,46-60,Budget,Everyone,
G16272,DV005,DT030,0.01,0,0,0,0.01,2.254441495,12722,6885,26646,542952,Mobile,2009,The Humans: Meet the Ancestors!,,23,15-30,Budget,,
G16273,DV001,DT035,0,0,0.01,0,0.01,3.157116107,11456,8581,14951,976761,Console,2014,Chaos,Head Noah,Adventure,19,15-30,Premium,Not Rated
G16274,DV001,DT028,0,0.01,0,0,0.01,4.23795852,5667,11980,46922,665486,Console,2007,Battlestations: Midway,Strategy,17,15-30,Standard,,
G16275,DV004,DT036,0,0.01,0,0,0.01,1.490115003,15810,22370,37004,916155,,2015,Farming Simulator 15 Expansion Pack,Action,25,15-30,Premium,Not Rated,
G16276,DV005,DT027,0,0,0.01,0,0.01,2.459550608,18155,11889,20604,224582,Mobile,2006,Jan Sangoku Musou,Misc,44,31-45,Premium,Teen,
G16277,DV002,DT037,0,0.01,0,0,0.01,4.850376094,7069,5590,32871,870438,PC,2016,Assetto Corsa,Racing,26,15-30,Budget,Everyone,
G16278,DV002,DT028,0,0,0.01,0,0.01,3.62522193,4639,28302,47135,222467,PC,2007,Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,Adventure,30,15-30,Budget,Everyone,
G16279,DV003,DT027,0.01,0,0,0,0.01,3.512342094,13133,19739,55506,838963,Handheld,2006,Monster Bomber,Puzzle,17,15-30,Premium,Teen,
G16280,DV006,DT030,0,0,0.01,0,0.01,4.71597668,2293,13757,40273,902704,UNKNOWN,2009,Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,Misc,23,15-30,Standard,Matured(17+),
G16281,DV002,DT027,0,0,0.01,0,0.01,4.777072392,12973,13132,54521,495357,PC,2006,Fatal Fury: Battle Archives Volume 1 (JP sales),Fighting,30,15-30,Standard,Everyone,
G16282,DV005,DT024,0.01,0,0,0,0.01,1.767318768,9721,29111,56577,788505,Mobile,2003,CT Special Forces 2: Back in the Trenches,Shooter,28,15-30,Standard,Matured(17+),
G16283,DV002,DT027,0,0,0.01,0,0.01,1.92709106,12998,10244,34726,178221,PC,2006,Kamaitachi no Yoru 2: Tokubetsu Hen,Adventure,32,31-45,Standard,Teen,
G16284,DV004,DT030,0,0.01,0,0,0.01,1.661548737,19659,27182,16313,814530,,2009,The Chronicles of Riddick: Assault on Dark Athena,Shooter,,15-30,Standard,Teen,
G16285,DV003,DT031,0.01,0.01,0,0,0.01,1.388008006,19815,28235,15897,652971,Handheld,2010,The Ultimate Battle of the Sexes,Misc,38,31-45,Standard,Teen,
G16286,DV005,DT033,0,0,0.01,0,0.01,3.318613242,3751,10771,32129,181929,Mobile,2012,Root Double: Before Crime After Days,Action,56,46-60,Standard,Teen,
G16287,DV003,DT036,0,0.01,0,0,0.01,3.89134292,7466,25717,32833,730897,Handheld,2015,War for the Overworld,Strategy,55,46-60,Standard,Everyone,
G16288,DV003,DT028,0.01,0,0,0,0.01,4.351462321,6008,7918,41848,484691,Handheld,2007,TimeShift,Shooter,40,31-45,Standard,Everyone,
G16289,DV001,DT031,0,0,0.01,0,0.01,2.521798021,4344,18990,33680,826863,Console,2010,ef - a fairy tale of the two.,Adventure,17,15-30,Budget,Matured(17+),
G16290,DV006,DT033,0,0.01,0,0,0.01,2.628292578,8108,6507,21363,801173,UNKNOWN,2012,The Train Giant,Strategy,15,15-30,Budget,,
G16291,DV003,DT037,0,0,0.01,0,0,2.179867246,6485,18333,30313,659710,Handheld,2016,Sangoku Koi Senki: Omoide Gaeshi - CS Edition,Adventure,27,15-30,Premium,Matured(17+),
G16292,DV004,DT031,0,0,0.01,0,0.01,3.960378487,13790,13597,26093,547873,,2010,FairlyLife: MiracleDays,,36,31-45,Premium,Matured(17+),
G16293,DV005,DT028,0.01,0,0,0,0.01,4.588497508,8695,6912,37157,674638,Mobile,2007,Surf's Up,Sports,27,15-30,Budget,Everyone,
G16294,DV001,DT030,0.01,0,0,0,0.01,1.849372628,18123,10643,26026,108213,Console,2009,Jambo! Safari Animal Rescue,Simulation,15,15-30,Standard,Everyone,
G16295,DV001,DT032,0,0,0.01,0,0.01,4.086923433,15471,14731,48366,59663,Console,2011,Death Connection Portable,Adventure,45,31-45,Standard,Everyone,
G16296,DV003,DT026,0.01,0,0,0,0.01,1.363765395,16850,7807,52852,878428,Handheld,2005,Rainbow Islands: Revolution,Action,18,15-30,Standard,Not Rated,
G16297,DV001,DT036,0,0.01,0,0,0,4.469065001,18399,10120,16387,565484,Console,2015,Legend of Kay Anniversary,Action,40,31-45,Standard,Everyone,
G16298,DV002,DT027,0,0,0.01,0,0,2.455306262,9355,16783,17498,866502,PC,2006,Rakushou! Pachi-Slot Sengen 4,Misc,28,15-30,Premium,Matured(17+),
G16299,DV001,DT036,0,0,0.01,0,0.01,4.600893445,8296,22599,55186,673461,Console,2015,Nitroplus Blasterz: Heroines Infinite Duel,Fighting,0,15-30,Budget,Teen,
G16300,DV005,DT031,0,0,0.01,0,0.01,1.709234038,9263,24818,49722,174742,Mobile,2010,Moe Moe 2-Ji Daisenryaku 2,Strategy,34,31-45,Free,Teen,
G16301,DV002,DT033,0,0,0.01,0,0.01,1.358207367,17251,17445,34234,632110,PC,2012,Tsuyo Kiss 3 Portable,,,15-30,Budget,Teen,
G16302,DV005,DT034,0,0.01,0,0,0.01,4.704682468,18961,19213,27910,649674,Mobile,2013,Fireman Sam: Action Stations,Action,47,46-60,Budget,Not Rated,
G16303,DV001,DT035,0,0.01,0,0,0.01,2.173994493,14645,5114,57170,69581,Console,2014,Tetris Ultimate,Puzzle,40,31-45,Budget,Matured(17+),
G16304,DV003,DT036,0,0,0.01,0,0.01,3.445170096,17679,22556,53007,55835,Handheld,2015,Durarara!! Relay,Action,18,15-30,Budget,Matured(17+),
G16305,DV001,DT023,0.01,0,0,0,0.01,4.325420363,13234,11639,36555,44161,Console,2002,Moto Racer Advance,Racing,28,15-30,Free,Matured(17+),
G16306,DV002,DT025,0.01,0,0,0,0.01,1.955677675,16467,23276,37392,334336,PC,2004,Duel Masters: Shadow of the Code,Misc,19,15-30,Standard,Matured(17+),
G16307,DV001,DT028,0,0.01,0,0,0.01,3.159219372,18540,5032,43821,717159,Console,2007,Full Auto 2: Battlelines,Racing,15,15-30,Budget,Teen,
G16308,DV004,DT040,0.01,0,0,0,0.01,3.976296602,11678,18344,55384,565150,,,Freaky Flyers,Racing,23,15-30,Premium,Everyone,
G16309,DV001,DT024,0.01,0,0,0,0.01,4.165754712,2076,27448,24644,782569,Console,2003,Army Men: Air Combat - The Elite Missions,,41,31-45, ,Teen,
G16310,DV004,DT024,0.01,0,0,0,0.01,3.454112347,8513,10494,40991,889607,,2003,Rally Championship,Racing,58,46-60,Standard,Not Rated,
G16311,DV004,DT029,0,0,0.01,0,0.01,3.314168962,2854,14012,32150,718338,,2008,Happy Dance Collection,Misc,23,15-30,Standard,Not Rated,
G16312,DV005,DT036,0,0.01,0,0,0.01,3.966019125,12209,25088,46811,288635,Mobile,2015,Space Hulk,Strategy,59,46-60,Budget,Not Rated,
G16313,DV004,DT030,0.01,0,0,0,0.01,1.393453954,10925,21746,40220,721541,,2009,Fuun Shinsengumi Bakumatsuden Portable,Action,46,46-60, ,Not Rated,
G16314,DV005,DT030,0,0,0.01,0,0.01,4.895935062,5020,18264,17512,667533,Mobile,2009,Musou Tourou,Strategy,20,15-30,Standard,Matured(17+),
G16315,DV006,DT030,0,0,0.01,0,0.01,1.271513721,12359,8191,41115,69407,UNKNOWN,2009,Really? Really! DS,Adventure,44,31-45,Standard,Matured(17+),
G16316,DV001,DT033,0,0,0.01,0,0.01,2.67155667,6586,11501,59189,936106,Console,2012,Gakuen Hetalia,Adventure,16,15-30,Budget,Teen,
G16317,DV002,DT034,0,0,0.01,0,0.01,4.770735274,7517,17457,45699,179706,PC,2013,Daiya no Kuni no Alice: Wonderful Mirror World,Adventure,34,31-45,Budget,Not Rated,
G16318,DV003,DT035,0,0,0.01,0,0.01,4.228065019,11177,10337,36857,641279,Handheld,2014,Touch Detective 3: Does Funghi Dream of Bananas?,Adventure,23,15-30,Budget,Everyone,
G16319,DV003,DT028,0.01,0,0,0,0.01,4.676279191,14496,14781,38279,435048,Handheld,2007,Dungeon Explorer: Warriors of Ancient Arts,Role-Playing,,15-30,Standard,Matured(17+),
G16320,DV006,DT037,0,0,0.01,0,0.01,3.021037993,18724,23190,33983,542550,UNKNOWN,2016,Period Cube: Torikago no Amadeus,,58,46-60,Standard,Everyone,
G16321,DV006,DT027,0.01,0,0,0,0.01,1.585962743,6617,8076,32354,217994,UNKNOWN,2006,Tringo,Puzzle,32,31-45,Standard,Everyone,
G16322,DV003,DT028,0,0,0.01,0,0.01,1.201197781,18458,26565,29645,785695,Handheld,2007,Jam Sessions: Sing and Play Guitar (jp sales),Misc,16,15-30,Premium,Not Rated,
G16323,DV003,DT035,0,0,0.01,0,0.01,1.535528605,15277,27324,18081,13007,Handheld,2014,Binary Star,,55,46-60,Standard,Teen,
G16324,DV002,DT037,0,0.01,0,0,0.01,2.839786037,12241,27368,22784,498452,PC,2016,MXGP 2,,27,15-30,Budget,Matured(17+),
G16325,DV005,DT036,0,0.01,0,0,0.01,3.652005736,1828,5228,10475,23344,Mobile,2015,Professional Farmer 2016,Action,38,31-45,Budget,Not Rated,
G16326,DV003,DT023,0,0,0.01,0,0.01,4.526365822,3963,24510,55353,286591,Handheld,2002,RalliSport Challenge(JP sales),Racing,51,46-60,Budget,Everyone,
G16327,DV005,DT036,0,0,0.01,0,0.01,4.090063547,9712,19290,11859,32063,Mobile,2015,Dragon Quest X: All in One Package,Role-Playing,26,15-30,Standard,Everyone,
G16328,DV001,DT040,0.01,0,0,0,0.01,3.014823987,4780,20538,18451,259995,Console,,Inversion,Shooter,34,31-45,Budget,Not Rated,
G16329,DV002,DT031,0,0,0,0,0.01,2.253064019,8578,21591,14424,445822,PC,2010,Wedding Planner: Dream Weddings Guaranteed,Simulation,29,15-30,Premium,Teen,
G16330,DV001,DT030,0,0,0.01,0,0.01,2.478134551,2687,13797,32816,379010,Console,2009,Element Hunter,Role-Playing,21,15-30, ,Teen,
G16331,DV002,DT025,0,0,0.01,0,0.01,4.624267314,17041,13047,18378,630458,PC,2004,Ultraman Fighting Evolution 3,Fighting,27,15-30,Premium,Not Rated,
G16332,DV005,DT028,0,0,0.01,0,0.01,3.914679509,14400,22850,14224,606388,Mobile,2007,Rondo of Swords (jp sales),Role-Playing,59,46-60,Standard,Matured(17+),
G16333,DV005,DT031,0,0,0.01,0,0.01,2.454445647,13737,15691,50425,676215,Mobile,2010,The Eye of Judgment: Legends,Strategy,,15-30,Premium,Teen,
G16334,DV001,DT036,0,0,0.01,0,0.01,4.041199565,1570,7008,56347,801671,Console,2015,Chaos,Child,,26,15-30,Standard,Not Rated
G16335,DV002,DT027,0,0,0,0,0.01,3.652439251,14741,7415,41404,411011,PC,2006,Greg Hastings' Tournament Paintball Max'd,Shooter,23,15-30,Standard,Matured(17+),
G16336,DV004,DT026,0.01,0,0,0,0,2.816462785,8921,14302,43897,547374,,2005,Whac-A-Mole,Puzzle,,15-30,Standard,Teen,
G16337,DV002,DT029,0,0,0.01,0,0.01,3.007362475,15668,7149,49091,920009,PC,2008,Nakayoshi All-Stars: Mezase Gakuen Idol,Misc,56,46-60,Standard,Everyone,
G16338,DV004,DT030,0,0,0.01,0,0.01,4.12095909,13815,12128,29617,738664,,2009,Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable,Adventure,57,46-60, ,Teen,
G16339,DV005,DT030,0,0,0.01,0,0.01,1.135596224,16379,25608,36443,818262,Mobile,2009,Fullmetal Alchemist: Prince of the Dawn,Adventure,25,15-30,Standard,Everyone,
G16340,DV005,DT023,0,0.01,0,0,0.01,2.964737606,7363,14522,31998,642653,Mobile,2002,Command & Conquer Renegade,Shooter,35,31-45,Standard,Not Rated,
G16341,DV005,DT024,0.01,0,0,0,0.01,3.829882343,15126,14106,25534,1456,Mobile,2003,Grooverider: Slot Car Thunder,Racing,15,15-30,Budget,Matured(17+),
G16342,DV001,DT029,0,0,0.01,0,0.01,3.617662086,13048,15015,40448,73780,Console,2008,H2O+: Footprints in the Sand,Adventure,28,15-30,Free,Not Rated,
G16343,DV001,DT028,0,0,0.01,0,0.01,3.958994447,11077,10984,43623,147675,Console,2007,Fashionable Puppy: Oshare na Koinu DS,Simulation,36,31-45,Budget,,
G16344,DV002,DT030,0,0,0.01,0,0.01,2.354092193,11598,16845,13505,717467,PC,2009,Sekirei: Mirai Kara no Okurimono,Adventure,,15-30,Budget,Matured(17+),
G16345,DV005,DT037,0,0.01,0,0,0.01,2.245726124,10974,22689,53871,747645,Mobile,2016,Cities: Skylines Snowfall,Simulation,20,15-30,Budget,Teen,
G16346,DV003,DT027,0,0,0,0,0.01,3.606051878,9442,5668,13368,154703,Handheld,2006,Ultimate Board Game Collection,Misc,0,31-45,Budget,Everyone,
G16347,DV004,DT024,0.01,0,0,0,0.01,1.851162926,7029,5413,25290,895292,,2003,Dinotopia: The Sunstone Odyssey,,29,15-30,Standard,Teen,
G16348,DV005,DT028,0,0,0.01,0,0.01,3.460104292,6161,10602,28344,141411,Mobile,2007,Idol Janshi Suchie-Pai IV,Misc,,15-30,Premium,Everyone,
G16349,DV005,DT032,0.01,0,0,0,0,4.163967005,18328,28199,36318,715509,Mobile,2011,Dungeons & Dragons: Neverwinter Nights - Complete,,29,15-30,Premium,Everyone,
G16350,DV005,DT034,0,0,0.01,0,0.01,1.648942905,8636,17732,32990,934536,Mobile,2013,Natsuzora no Monologue,Adventure,21,15-30,Premium,Matured(17+),
G16351,DV006,DT030,0,0,0.01,0,0,2.36582557,2839,21462,19957,722773,UNKNOWN,2009,Kenka Banchou Portable,Action,19,15-30,Premium,Matured(17+),
G16352,DV005,DT026,0,0,0,0,0,4.903711165,1587,22371,48148,368045,Mobile,2005,World Snooker Challenge 2005,Sports,24,15-30,Standard,Everyone,
G16353,DV003,DT028,0,0.01,0,0,0.01,1.389347298,10031,29983,59832,293090,Handheld,2007,Juiced 2: Hot Import Nights,Racing,27,15-30,Budget,Not Rated,
G16354,DV005,DT029,0,0.01,0,0,0.01,4.153798439,10006,25813,13750,221184,Mobile,2008,G1 Jockey 4 2008,Sports,20,15-30,Standard,Teen,
G16355,DV005,DT028,0.01,0,0,0,0.01,4.179107119,18040,18212,26971,519670,Mobile,2007,Monster Jam,Racing,,31-45,Premium,Matured(17+),
G16356,DV001,DT023,0,0.01,0,0,0.01,1.183452294,4561,13451,31129,384018,Console,2002,Icewind Dale II,Role-Playing,23,15-30,Standard,Not Rated,
G16357,DV005,DT030,0,0.01,0,0,0.01,1.111470547,10666,22281,17934,56448,Mobile,2009,The Amazing Spider-Man (DS & Mobile Versions),Action,46,46-60,Standard,Matured(17+),
G16358,DV004,DT036,0,0,0.01,0,0.01,3.556669823,6101,9850,28289,497943,,2015,Mario vs. Donkey Kong: Tipping Stars,Puzzle,15,15-30,Standard,Teen,
G16359,DV001,DT031,0,0,0.01,0,0.01,2.310909867,5957,8207,39375,844992,Console,2010,Ishin Renka: Ryouma Gaiden,Adventure,41,31-45,Premium,,
G16360,DV005,DT027,0.01,0,0,0,0.01,2.03880155,2360,8085,36873,61029,Mobile,2006,NHL 2K7,Sports,26,15-30,Standard,Everyone,
G16361,DV001,DT034,0,0,0.01,0,0.01,1.099162586,11672,18124,59128,705345,Console,2013,Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,Adventure,25,15-30,Premium,Not Rated,
G16362,DV002,DT036,0,0.01,0,0,0.01,4.663714841,2755,27032,30904,70126,PC,2015,Act of Aggression,Strategy,26,15-30, ,Matured(17+),
G16363,DV003,DT025,0.01,0,0,0,0.01,3.354063578,6780,27643,43025,598967,Handheld,2004,Powerdrome,Racing,30,15-30,Free,Everyone,
G16364,DV001,DT036,0,0.01,0,0,0.01,3.296265382,12512,12186,19880,39331,Console,2015,Fallout Anthology,Action,58,46-60,Budget,,
G16365,DV005,DT031,0,0.01,0,0,0.01,2.006061486,9645,16990,19396,231493,Mobile,2010,Tropico 3: Gold Edition,Strategy,17,15-30,Standard,Not Rated,
G16366,DV001,DT031,0.01,0,0,0,0.01,4.443048417,12044,28943,10915,975878,Console,2010,Survivor,Adventure,,15-30,Standard,Matured(17+),
G16367,DV001,DT040,0.01,0,0,0,0.01,1.019926519,10435,29234,53246,339565,Console,,Hakuouki: Shinsengumi Kitan,Adventure,40,31-45,Free,Teen,
G16368,DV001,DT037,0,0,0.01,0,0.01,1.592516774,16055,10652,20338,802286,Console,2016,Dance with Devils,Action,28,15-30,Premium,Teen,
G16369,DV005,DT030,0,0,0.01,0,0.01,2.721059608,1035,24392,52092,662094,Mobile,2009,Wand of Fortune,Adventure,23,15-30,Standard,,
G16370,DV001,DT033,0,0,0.01,0,0,2.903211271,8386,20926,13221,701817,Console,2012,Arabians Lost: The Engagement on Desert,Adventure,38,31-45,Standard,Teen,
G16371,DV005,DT030,0,0.01,0,0,0.01,4.164524499,2868,24147,35990,178005,Mobile,2009,Gobliiins 4,,40,31-45,Standard,Everyone,
G16372,DV003,DT031,0,0,0.01,0,0.01,3.15854152,17720,8291,27995,529700,Handheld,2010,S.Y.K: Shinsetsu Saiyuuki Portable,Adventure,34,31-45,Budget,,
G16373,DV002,DT024,0.01,0,0,0,0.01,2.129310764,13837,11013,25793,985511,PC,2003,Crouching Tiger,,,,,,
G16374,DV005,DT017,0,0,0.01,0,0.01,3.243658641,4064,14842,13397,780812,Mobile,1996,Meru Purana,Strategy,23,15-30,Premium,Teen,
G16375,DV005,DT030,0,0,0.01,0,0.01,1.030404344,14695,12213,58568,908321,Mobile,2009,Cross Edge Dash,Role-Playing,20,15-30,Budget,Teen,
G16376,DV005,DT025,0,0.01,0,0,0.01,1.834963769,11348,15714,48943,48897,Mobile,2004,Colin McRae Rally 04,Racing,31,31-45,Standard,Everyone,
G16377,DV003,DT023,0.01,0,0,0,0.01,3.306757477,17333,18382,54702,722123,Handheld,2002,Super Bubble Pop,Puzzle,15,15-30,Standard,Everyone,
G16378,DV005,DT028,0.01,0,0,0,0,1.632840956,3770,12106,10721,890573,Mobile,2007,Fullmetal Alchemist: Trading Card Game,Misc,39,31-45,Premium,Teen,
G16379,DV006,DT028,0,0.01,0,0,0.01,3.566997939,14254,26059,29228,89205,UNKNOWN,2007,Luxor: Pharaoh's Challenge,Puzzle,36,31-45,Premium,Teen,
G16380,DV001,DT018,0,0.01,0,0,0.01,2.562972284,8865,15661,26430,783137,Console,1997,Grand Prix Legends,Racing,25,15-30, ,Teen,
G16381,DV001,DT035,0,0,0.01,0,0,4.672424666,1234,13346,14120,353557,Console,2014,Fate/kaleid liner Prisma Illya,Action,0,31-45,Premium,Teen,
G16382,DV002,DT028,0,0,0.01,0,0.01,3.663981676,14251,14802,32477,884614,PC,2007,Hoshigami: Ruining Blue Earth Remix,,28,15-30,Premium,Everyone,
G16383,DV004,DT031,0,0,0.01,0,0.01,4.808310911,3564,6744,41526,880760,,2010,Akatsuki no Amaneka to Aoi Kyojin,Strategy,16,15-30,Premium,Not Rated,
G16384,DV002,DT027,0,0.01,0,0,0.01,2.866908913,19623,23203,59535,599956,PC,2006,Pilot Academy,Simulation,,15-30,Free,Teen,
G16385,DV004,DT029,0,0.01,0,0,0.01,4.573561123,10730,12385,45731,840015,,2008,Poker for Dummies,Misc,30,15-30,Budget,Teen,
G16386,DV005,DT031,0.01,0,0,0,0.01,3.06719365,11711,17025,51325,211468,Mobile,2010,John Daly's ProStroke Golf,Sports,19,15-30,Standard,Matured(17+),
G16387,DV005,DT037,0,0.01,0,0,0.01,2.779405095,1415,14679,39412,550435,Mobile,2016,TrackMania Turbo,Action,17,15-30,Premium,Matured(17+),
G16388,DV005,DT023,0.01,0,0,0,0,4.889915093,18410,12891,21577,64503,Mobile,2002,Darkened Skye,Adventure,26,15-30,Premium,,
G16389,DV005,DT034,0,0,0.01,0,0.01,2.642546232,17384,23250,39673,946946,Mobile,2013,Sakura-Sou no Pet na Kanojo,Adventure,19,15-30,Budget,Matured(17+),
G16390,DV001,DT030,0,0.01,0,0,0.01,4.482042408,10407,14184,19327,126605,Console,2009,WSC REAL 09: World Snooker Championship,Sports,30,15-30,Standard,Everyone,
G16391,DV005,DT028,0,0.01,0,0,0.01,4.528228827,9566,27062,45539,400026,Mobile,2007,World Snooker Championship 2007,Sports,19,15-30,Standard,,
G16392,DV003,DT036,0,0,0,0,0.01,2.134430619,7359,9375,10978,976425,Handheld,2015,Handball 16,Sports,28,15-30,Free,Teen,
G16393,DV004,DT031,0,0,0.01,0,0.01,2.502377686,10924,14601,41765,64322,,2010,Wand of Fortune: Mirai e no Prologue,Adventure,37,31-45,Standard,Teen,
G16394,DV004,DT029,0,0.01,0,0,0.01,1.019389717,18219,27368,34432,623885,,2008,Alone in the Dark,Adventure,47,46-60,Standard,Not Rated,
G16395,DV003,DT028,0,0,0.01,0,0.01,2.621032734,6029,10581,39117,119880,Handheld,2007,Nova Usagi no Game de Ryuugaku!? DS,Misc,0,31-45,Premium,Teen,
G16396,DV005,DT027,0,0.01,0,0,0.01,3.245480388,5280,6697,26629,226654,Mobile,2006,LMA Manager 2007,Sports,23,15-30,Budget,Everyone,
G16397,DV001,DT028,0,0,0.01,0,0.01,1.305096684,6860,15263,11828,999678,Console,2007,San-X: Chara Sagashi Land,Action,28,15-30,Standard,Matured(17+),
G16398,DV005,DT030,0,0,0.01,0,0.01,4.90511455,9938,25277,36004,677570,Mobile,2009,Heart no Kuni no Alice,,0,31-45,Standard,Matured(17+),
G16399,DV005,DT028,0.01,0,0,0,0.01,4.718919387,5696,25031,11377,578685,Mobile,2007,Petz: Hamsterz Life 2,Misc,,15-30,Budget,,
G16400,DV002,DT037,0,0.01,0,0,0.01,4.541445071,15016,28986,54941,684119,PC,2016,The Technomancer,Role-Playing,30,15-30,Budget,Teen,
G16401,DV006,DT030,0,0.01,0,0,0.01,4.26456367,16460,22932,47088,43206,UNKNOWN,2009,Pro Evolution Soccer 2010,Sports,43,31-45,Standard,,
G16402,DV003,DT029,0,0,0.01,0,0.01,3.367076083,6054,18243,51268,352779,Handheld,2008,Memories Off,Adventure,15,15-30,Budget,Everyone,
G16403,DV002,DT030,0,0,0.01,0,0.01,3.483734562,10735,10614,17895,452308,PC,2009,Tenchu San Portable,Action,29,15-30,Standard,Not Rated,
